,Date,Country,Status,AQI Value
15784,2024-10-24,Russia,Moderate,60
15785,2024-10-24,San Marino,Good,27
15786,2024-10-24,Serbia,Unhealthy,156
15787,2024-10-24,Singapore,Moderate,89
15788,2024-10-24,Slovakia,Moderate,67
15789,2024-10-24,Slovenia,Moderate,78
15790,2024-10-24,South Africa,Moderate,88
15791,2024-10-24,South Korea,Moderate,68
15792,2024-10-24,Spain,Moderate,68
15793,2024-10-24,Sri Lanka,Moderate,86
15794,2024-10-24,Sweden,Good,32
15795,2024-10-24,Switzerland,Moderate,52
15796,2024-10-24,Taiwan,Moderate,52
15797,2024-10-24,Tajikistan,Unhealthy for Sensitive Groups,109
15798,2024-10-24,Thailand,Moderate,96
15799,2024-10-24,Trinidad and Tobago,Good,28
15800,2024-10-24,Turkey,Moderate,97
15802,2024-10-24,Uganda,Unhealthy for Sensitive Groups,127
15803,2024-10-24,Ukraine,Good,36
15804,2024-10-24,United Arab Emirates,Unhealthy for Sensitive Groups,108
15805,2024-10-24,United Kingdom of Great Britain and Northern Ireland,Moderate,55
15806,2024-10-24,United States of America,Unhealthy for Sensitive Groups,116
15808,2024-10-24,Vatican,Moderate,53
15810,2024-10-24,Vietnam,Moderate,65
15812,2024-10-31,Andorra,Good,37
15813,2024-10-31,Argentina,Good,19
15814,2024-10-31,Armenia,Moderate,90
15815,2024-10-31,Australia,Good,49
15816,2024-10-31,Austria,Moderate,61
15817,2024-10-31,Azerbaijan,Moderate,53
15819,2024-10-31,Bangladesh,Unhealthy,151
15820,2024-10-31,Belarus,Good,6
15821,2024-10-31,Belgium,Moderate,85
15822,2024-10-31,Bosnia and Herzegovina,Moderate,69
15823,2024-10-31,Brazil,Moderate,52
15824,2024-10-31,Brunei,Good,15
15825,2024-10-31,Bulgaria,Moderate,71
15827,2024-10-31,Canada,Moderate,74
15828,2024-10-31,Cape Verde,Good,26
15830,2024-10-31,Chile,Moderate,73
15831,2024-10-31,China,Very Unhealthy,246
15832,2024-10-31,Colombia,Moderate,63
15834,2024-10-31,Croatia,Moderate,67
15835,2024-10-31,Cyprus,Good,46
15836,2024-10-31,Czech Republic,Moderate,94
15837,2024-10-31,Denmark,Good,32
15838,2024-10-31,Dominican Republic,Good,31
15839,2024-10-31,Ecuador,Good,50
15841,2024-10-31,Estonia,Good,19
15842,2024-10-31,Ethiopia,Good,38
15843,2024-10-31,Finland,Good,15
15844,2024-10-31,France,Moderate,76
15845,2024-10-31,French Guiana,Good,13
15846,2024-10-31,Georgia,Moderate,62
15847,2024-10-31,Germany,Hazardous,341
15848,2024-10-31,Ghana,Moderate,55
15850,2024-10-31,Greece,Moderate,62
15851,2024-10-31,Guadeloupe,Good,31
15852,2024-10-31,Guatemala,Good,34
15853,2024-10-31,Hong Kong,Moderate,77
15855,2024-10-31,Iceland,Good,42
15856,2024-10-31,India,Hazardous,305
15857,2024-10-31,Indonesia,Unhealthy for Sensitive Groups,132
15860,2024-10-31,Ireland,Good,38
15861,2024-10-31,Israel,Moderate,74
15862,2024-10-31,Italy,Moderate,81
15864,2024-10-31,Japan,Moderate,66
15866,2024-10-31,Jordan,Good,21
15867,2024-10-31,Kazakhstan,Moderate,61
15868,2024-10-31,Kenya,Good,28
15870,2024-10-31,Kuwait,Moderate,71
15871,2024-10-31,Kyrgyzstan,Good,25
15872,2024-10-31,Laos,Moderate,67
15873,2024-10-31,Latvia,Good,2
15875,2024-10-31,Liechtenstein,Good,14
15876,2024-10-31,Lithuania,Good,14
15878,2024-10-31,Macao,Moderate,85
15879,2024-10-31,Macedonia,Moderate,92
15880,2024-10-31,Madagascar,Unhealthy for Sensitive Groups,142
15881,2024-10-31,Malaysia,Moderate,67
15882,2024-10-31,Malta,Moderate,51
15883,2024-10-31,Martinique,Good,23
15884,2024-10-31,Mexico,Unhealthy for Sensitive Groups,114
15885,2024-10-31,Moldova,Good,30
15886,2024-10-31,Monaco,Good,43
15887,2024-10-31,Mongolia,Moderate,71
15888,2024-10-31,Montenegro,Good,50
15889,2024-10-31,Myanmar,Moderate,71
15890,2024-10-31,Nepal,Moderate,98
15891,2024-10-31,Netherlands,Very Unhealthy,243
15893,2024-10-31,New Zealand,Good,18
15894,2024-10-31,Nigeria,Moderate,67
15895,2024-10-31,Norway,Good,29
15896,2024-10-31,Pakistan,Unhealthy for Sensitive Groups,119
15897,2024-10-31,Palestinian Territory,Moderate,72
15898,2024-10-31,Peru,Moderate,57
15899,2024-10-31,Philippines,Good,33
15900,2024-10-31,Poland,Moderate,80
15901,2024-10-31,Portugal,Good,23
15902,2024-10-31,Reunion,Good,16
15903,2024-10-31,Romania,Unhealthy for Sensitive Groups,130
15904,2024-10-31,Russia,Moderate,62
15905,2024-10-31,San Marino,Moderate,70
15906,2024-10-31,Serbia,Unhealthy for Sensitive Groups,137
15907,2024-10-31,Singapore,Unhealthy for Sensitive Groups,129
15908,2024-10-31,Slovakia,Moderate,87
15909,2024-10-31,Slovenia,Moderate,53
15910,2024-10-31,South Africa,Moderate,64
15911,2024-10-31,South Korea,Unhealthy for Sensitive Groups,110
15912,2024-10-31,Spain,Unhealthy for Sensitive Groups,118
15913,2024-10-31,Sri Lanka,Moderate,69
15914,2024-10-31,Sweden,Good,30
15915,2024-10-31,Switzerland,Moderate,56
15916,2024-10-31,Taiwan,Good,42
15917,2024-10-31,Tajikistan,Unhealthy for Sensitive Groups,127
15918,2024-10-31,Thailand,Unhealthy for Sensitive Groups,125
15919,2024-10-31,Trinidad and Tobago,Good,37
15920,2024-10-31,Turkey,Unhealthy for Sensitive Groups,133
15922,2024-10-31,Uganda,Unhealthy,161
15923,2024-10-31,Ukraine,Moderate,55
15924,2024-10-31,United Arab Emirates,Moderate,96
15925,2024-10-31,United Kingdom of Great Britain and Northern Ireland,Moderate,79
15926,2024-10-31,United States of America,Unhealthy for Sensitive Groups,112
15928,2024-10-31,Vatican,Moderate,57
15930,2024-10-31,Vietnam,Moderate,81
15932,2024-11-07,Andorra,Good,16
15933,2024-11-07,Argentina,Good,13
15934,2024-11-07,Armenia,Moderate,54
15935,2024-11-07,Australia,Moderate,67
15936,2024-11-07,Austria,Moderate,89
15937,2024-11-07,Azerbaijan,Good,44
15939,2024-11-07,Bangladesh,Unhealthy,197
15940,2024-11-07,Belarus,Moderate,52
15941,2024-11-07,Belgium,Unhealthy for Sensitive Groups,130
15942,2024-11-07,Bosnia and Herzegovina,Unhealthy for Sensitive Groups,105
15943,2024-11-07,Brazil,Good,49
15944,2024-11-07,Brunei,Good,10
15945,2024-11-07,Bulgaria,Moderate,69
15947,2024-11-07,Canada,Good,47
15948,2024-11-07,Cape Verde,Good,39
15950,2024-11-07,Chile,Moderate,80
15951,2024-11-07,China,Very Unhealthy,203
15952,2024-11-07,Colombia,Moderate,59
15954,2024-11-07,Croatia,Unhealthy for Sensitive Groups,124
15955,2024-11-07,Cyprus,Moderate,59
15956,2024-11-07,Czech Republic,Unhealthy for Sensitive Groups,145
15957,2024-11-07,Denmark,Good,12
15958,2024-11-07,Dominican Republic,Good,24
15959,2024-11-07,Ecuador,Moderate,56
15961,2024-11-07,Estonia,Good,10
15962,2024-11-07,Ethiopia,Moderate,80
15963,2024-11-07,Finland,Good,13
15964,2024-11-07,France,Unhealthy for Sensitive Groups,101
15965,2024-11-07,French Guiana,Good,14
15966,2024-11-07,Georgia,Good,44
15967,2024-11-07,Germany,Hazardous,318
15968,2024-11-07,Ghana,Moderate,83
15970,2024-11-07,Greece,Good,27
15971,2024-11-07,Guadeloupe,Good,24
15972,2024-11-07,Guatemala,Moderate,59
15973,2024-11-07,Hong Kong,Moderate,79
15975,2024-11-07,Iceland,Good,33
15976,2024-11-07,India,Hazardous,326
15977,2024-11-07,Indonesia,Unhealthy for Sensitive Groups,145
15980,2024-11-07,Ireland,Good,36
15981,2024-11-07,Israel,Moderate,89
15982,2024-11-07,Italy,Moderate,92
15983,2024-11-07,Japan,Moderate,57
15985,2024-11-07,Jordan,Good,27
15986,2024-11-07,Kazakhstan,Good,32
15987,2024-11-07,Kenya,Good,19
15989,2024-11-07,Kuwait,Moderate,66
15990,2024-11-07,Kyrgyzstan,Good,5
15991,2024-11-07,Laos,Unhealthy for Sensitive Groups,104
15992,2024-11-07,Latvia,Good,5
15994,2024-11-07,Liechtenstein,Good,25
15995,2024-11-07,Lithuania,Good,12
15997,2024-11-07,Macao,Moderate,85
15998,2024-11-07,Macedonia,Unhealthy for Sensitive Groups,148
15999,2024-11-07,Madagascar,Unhealthy for Sensitive Groups,119
16000,2024-11-07,Malaysia,Moderate,60
16001,2024-11-07,Malta,Good,26
16002,2024-11-07,Martinique,Good,20
16003,2024-11-07,Mexico,Unhealthy for Sensitive Groups,105
16004,2024-11-07,Moldova,Good,47
16005,2024-11-07,Monaco,Good,48
16006,2024-11-07,Mongolia,Moderate,97
16007,2024-11-07,Montenegro,Moderate,77
16008,2024-11-07,Myanmar,Good,47
16009,2024-11-07,Nepal,Moderate,76
16010,2024-11-07,Netherlands,Very Unhealthy,235
16012,2024-11-07,New Zealand,Good,24
16013,2024-11-07,Nigeria,Unhealthy for Sensitive Groups,125
16014,2024-11-07,Norway,Good,26
16015,2024-11-07,Pakistan,Unhealthy for Sensitive Groups,125
16016,2024-11-07,Palestinian Territory,Moderate,84
16017,2024-11-07,Peru,Moderate,51
16018,2024-11-07,Philippines,Moderate,74
16019,2024-11-07,Poland,Unhealthy,191
16020,2024-11-07,Portugal,Good,36
16021,2024-11-07,Reunion,Good,12
16022,2024-11-07,Romania,Moderate,70
16023,2024-11-07,Russia,Moderate,56
16024,2024-11-07,San Marino,Good,25
16025,2024-11-07,Serbia,Unhealthy,172
16026,2024-11-07,Singapore,Moderate,64
16027,2024-11-07,Slovakia,Unhealthy for Sensitive Groups,125
16028,2024-11-07,Slovenia,Moderate,94
16029,2024-11-07,South Africa,Moderate,66
16030,2024-11-07,South Korea,Moderate,84
16031,2024-11-07,Spain,Moderate,72
16032,2024-11-07,Sri Lanka,Unhealthy for Sensitive Groups,122
16033,2024-11-07,Sweden,Good,28
16034,2024-11-07,Switzerland,Moderate,61
16035,2024-11-07,Taiwan,Good,48
16036,2024-11-07,Tajikistan,Moderate,57
16037,2024-11-07,Thailand,Unhealthy for Sensitive Groups,110
16038,2024-11-07,Trinidad and Tobago,Good,36
16039,2024-11-07,Turkey,Unhealthy for Sensitive Groups,124
16041,2024-11-07,Uganda,Moderate,91
16042,2024-11-07,Ukraine,Moderate,70
16043,2024-11-07,United Arab Emirates,Unhealthy for Sensitive Groups,112
16044,2024-11-07,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,124
16045,2024-11-07,United States of America,Unhealthy for Sensitive Groups,126
16047,2024-11-07,Vatican,Moderate,78
16049,2024-11-07,Vietnam,Moderate,99
16051,2024-11-14,Andorra,Good,8
16052,2024-11-14,Argentina,Good,19
16053,2024-11-14,Armenia,Unhealthy for Sensitive Groups,116
16054,2024-11-14,Australia,Good,44
16055,2024-11-14,Austria,Moderate,57
16056,2024-11-14,Azerbaijan,Good,24
16058,2024-11-14,Bangladesh,Unhealthy,176
16059,2024-11-14,Belarus,Moderate,63
16060,2024-11-14,Belgium,Moderate,76
16061,2024-11-14,Bosnia and Herzegovina,Moderate,67
16062,2024-11-14,Brazil,Good,47
16063,2024-11-14,Brunei,Good,12
16064,2024-11-14,Bulgaria,Moderate,60
16066,2024-11-14,Canada,Moderate,51
16067,2024-11-14,Cape Verde,Good,45
16069,2024-11-14,Chile,Moderate,62
16070,2024-11-14,China,Very Unhealthy,254
16071,2024-11-14,Colombia,Good,49
16073,2024-11-14,Croatia,Good,50
16074,2024-11-14,Cyprus,Good,35
16075,2024-11-14,Czech Republic,Moderate,78
16076,2024-11-14,Denmark,Good,18
16077,2024-11-14,Dominican Republic,Good,17
16078,2024-11-14,Ecuador,Moderate,96
16080,2024-11-14,Estonia,Good,20
16081,2024-11-14,Ethiopia,Moderate,72
16082,2024-11-14,Finland,Good,14
16083,2024-11-14,France,Unhealthy for Sensitive Groups,117
16084,2024-11-14,French Guiana,Good,31
16085,2024-11-14,Georgia,Moderate,79
16086,2024-11-14,Germany,Very Unhealthy,282
16087,2024-11-14,Ghana,Moderate,84
16089,2024-11-14,Greece,Moderate,62
16090,2024-11-14,Guadeloupe,Good,44
16091,2024-11-14,Guatemala,Moderate,63
16092,2024-11-14,Hong Kong,Good,22
16094,2024-11-14,Iceland,Good,15
16095,2024-11-14,India,Hazardous,436
16096,2024-11-14,Indonesia,Unhealthy,161
16099,2024-11-14,Ireland,Moderate,55
16100,2024-11-14,Israel,Moderate,72
16101,2024-11-14,Italy,Moderate,100
16102,2024-11-14,Japan,Moderate,82
16104,2024-11-14,Jordan,Good,27
16105,2024-11-14,Kazakhstan,Good,37
16106,2024-11-14,Kenya,Good,49
16108,2024-11-14,Kuwait,Moderate,70
16109,2024-11-14,Kyrgyzstan,Good,46
16110,2024-11-14,Laos,Moderate,84
16111,2024-11-14,Latvia,Good,2
16113,2024-11-14,Liechtenstein,Good,14
16114,2024-11-14,Lithuania,Good,33
16116,2024-11-14,Macao,Good,42
16117,2024-11-14,Macedonia,Moderate,99
16118,2024-11-14,Madagascar,Unhealthy,155
16119,2024-11-14,Malaysia,Moderate,65
16120,2024-11-14,Malta,Good,19
16121,2024-11-14,Martinique,Moderate,57
16122,2024-11-14,Mexico,Moderate,95
16123,2024-11-14,Moldova,Good,19
16124,2024-11-14,Monaco,Good,44
16125,2024-11-14,Mongolia,Moderate,78
16126,2024-11-14,Montenegro,Moderate,62
16127,2024-11-14,Myanmar,Moderate,65
16128,2024-11-14,Nepal,Unhealthy for Sensitive Groups,142
16129,2024-11-14,Netherlands,Unhealthy,180
16131,2024-11-14,New Zealand,Good,24
16132,2024-11-14,Nigeria,Unhealthy for Sensitive Groups,120
16133,2024-11-14,Norway,Good,36
16134,2024-11-14,Pakistan,Unhealthy,171
16135,2024-11-14,Palestinian Territory,Moderate,59
16136,2024-11-14,Peru,Moderate,54
16137,2024-11-14,Philippines,Moderate,83
16138,2024-11-14,Poland,Unhealthy for Sensitive Groups,101
16139,2024-11-14,Portugal,Good,22
16140,2024-11-14,Reunion,Good,8
16141,2024-11-14,Romania,Moderate,93
16142,2024-11-14,Russia,Moderate,69
16143,2024-11-14,San Marino,Moderate,74
16144,2024-11-14,Serbia,Unhealthy for Sensitive Groups,124
16145,2024-11-14,Singapore,Moderate,82
16146,2024-11-14,Slovakia,Moderate,66
16147,2024-11-14,Slovenia,Good,47
16148,2024-11-14,South Africa,Moderate,62
16149,2024-11-14,South Korea,Moderate,89
16150,2024-11-14,Spain,Moderate,60
16151,2024-11-14,Sri Lanka,Moderate,98
16152,2024-11-14,Sweden,Good,27
16153,2024-11-14,Switzerland,Good,47
16154,2024-11-14,Taiwan,Moderate,87
16155,2024-11-14,Tajikistan,Moderate,65
16156,2024-11-14,Thailand,Unhealthy for Sensitive Groups,146
16157,2024-11-14,Trinidad and Tobago,Good,42
16158,2024-11-14,Turkey,Unhealthy,156
16160,2024-11-14,Uganda,Unhealthy for Sensitive Groups,129
16161,2024-11-14,Ukraine,Moderate,61
16162,2024-11-14,United Arab Emirates,Unhealthy for Sensitive Groups,110
16163,2024-11-14,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,118
16164,2024-11-14,United States of America,Unhealthy for Sensitive Groups,108
16166,2024-11-14,Vatican,Moderate,68
16168,2024-11-14,Vietnam,Moderate,86
16171,2024-11-21,Andorra,Good,20
16172,2024-11-21,Argentina,Good,22
16173,2024-11-21,Armenia,Unhealthy for Sensitive Groups,110
16174,2024-11-21,Australia,Moderate,58
16175,2024-11-21,Austria,Moderate,79
16176,2024-11-21,Azerbaijan,Moderate,52
16178,2024-11-21,Bangladesh,Hazardous,351
16179,2024-11-21,Belarus,Good,12
16180,2024-11-21,Belgium,Good,33
16181,2024-11-21,Bosnia and Herzegovina,Moderate,79
16182,2024-11-21,Brazil,Moderate,80
16183,2024-11-21,Brunei,Good,12
16184,2024-11-21,Bulgaria,Moderate,55
16185,2024-11-21,Canada,Good,43
16186,2024-11-21,Cape Verde,Good,39
16188,2024-11-21,Chile,Moderate,65
16189,2024-11-21,China,Unhealthy,184
16190,2024-11-21,Colombia,Moderate,61
16192,2024-11-21,Croatia,Unhealthy for Sensitive Groups,102
16193,2024-11-21,Cyprus,Moderate,55
16194,2024-11-21,Czech Republic,Moderate,75
16195,2024-11-21,Denmark,Good,17
16196,2024-11-21,Dominican Republic,Good,13
16197,2024-11-21,Ecuador,Moderate,99
16199,2024-11-21,Estonia,Good,17
16200,2024-11-21,Ethiopia,Moderate,61
16201,2024-11-21,Finland,Good,32
16202,2024-11-21,France,Moderate,77
16203,2024-11-21,French Guiana,Good,22
16204,2024-11-21,Georgia,Moderate,78
16205,2024-11-21,Germany,Moderate,75
16206,2024-11-21,Ghana,Moderate,67
16208,2024-11-21,Greece,Good,50
16209,2024-11-21,Guadeloupe,Good,12
16210,2024-11-21,Guatemala,Good,30
16211,2024-11-21,Hong Kong,Good,13
16213,2024-11-21,Iceland,Good,28
16214,2024-11-21,India,Hazardous,569
16215,2024-11-21,Indonesia,Unhealthy for Sensitive Groups,108
16218,2024-11-21,Ireland,Good,21
16219,2024-11-21,Israel,Good,49
16220,2024-11-21,Italy,Unhealthy,153
16221,2024-11-21,Japan,Moderate,67
16223,2024-11-21,Jordan,Good,19
16224,2024-11-21,Kazakhstan,Moderate,63
16225,2024-11-21,Kenya,Good,16
16227,2024-11-21,Kuwait,Moderate,86
16228,2024-11-21,Kyrgyzstan,Moderate,62
16229,2024-11-21,Laos,Moderate,73
16230,2024-11-21,Latvia,Good,1
16232,2024-11-21,Liechtenstein,Good,10
16233,2024-11-21,Lithuania,Good,19
16235,2024-11-21,Macao,Good,38
16236,2024-11-21,Macedonia,Unhealthy for Sensitive Groups,137
16237,2024-11-21,Madagascar,Unhealthy,157
16238,2024-11-21,Malaysia,Moderate,53
16239,2024-11-21,Malta,Good,30
16240,2024-11-21,Martinique,Good,25
16241,2024-11-21,Mexico,Unhealthy for Sensitive Groups,113
16242,2024-11-21,Moldova,Good,40
16243,2024-11-21,Monaco,Moderate,80
16244,2024-11-21,Mongolia,Moderate,91
16245,2024-11-21,Montenegro,Moderate,60
16246,2024-11-21,Myanmar,Moderate,72
16247,2024-11-21,Nepal,Moderate,99
16248,2024-11-21,Netherlands,Good,37
16250,2024-11-21,New Zealand,Good,21
16251,2024-11-21,Nigeria,Moderate,76
16252,2024-11-21,Norway,Moderate,53
16253,2024-11-21,Pakistan,Unhealthy for Sensitive Groups,148
16254,2024-11-21,Palestinian Territory,Good,33
16255,2024-11-21,Peru,Moderate,56
16256,2024-11-21,Philippines,Good,45
16257,2024-11-21,Poland,Moderate,79
16258,2024-11-21,Portugal,Good,25
16259,2024-11-21,Reunion,Good,15
16260,2024-11-21,Romania,Moderate,88
16261,2024-11-21,Russia,Moderate,92
16262,2024-11-21,San Marino,Moderate,51
16263,2024-11-21,Serbia,Unhealthy,153
16264,2024-11-21,Singapore,Good,37
16265,2024-11-21,Slovakia,Unhealthy for Sensitive Groups,119
16266,2024-11-21,Slovenia,Unhealthy for Sensitive Groups,122
16267,2024-11-21,South Africa,Moderate,67
16268,2024-11-21,South Korea,Unhealthy for Sensitive Groups,141
16269,2024-11-21,Spain,Moderate,71
16270,2024-11-21,Sri Lanka,Moderate,87
16271,2024-11-21,Sweden,Good,50
16272,2024-11-21,Switzerland,Good,26
16273,2024-11-21,Taiwan,Moderate,53
16274,2024-11-21,Tajikistan,Moderate,68
16275,2024-11-21,Thailand,Unhealthy for Sensitive Groups,105
16276,2024-11-21,Trinidad and Tobago,Good,16
16277,2024-11-21,Turkey,Unhealthy,161
16278,2024-11-21,Uganda,Unhealthy for Sensitive Groups,127
16279,2024-11-21,Ukraine,Good,49
16280,2024-11-21,United Arab Emirates,Moderate,98
16281,2024-11-21,United Kingdom of Great Britain and Northern Ireland,Moderate,63
16282,2024-11-21,United States of America,Moderate,82
16284,2024-11-21,Vatican,Moderate,72
16286,2024-11-21,Vietnam,Moderate,73
16289,2024-11-28,Andorra,Good,5
16290,2024-11-28,Argentina,Good,20
16291,2024-11-28,Armenia,Good,36
16292,2024-11-28,Australia,Good,43
16293,2024-11-28,Austria,Moderate,67
16294,2024-11-28,Azerbaijan,Good,29
16296,2024-11-28,Bangladesh,Unhealthy,171
16297,2024-11-28,Belarus,Moderate,53
16298,2024-11-28,Belgium,Good,26
16299,2024-11-28,Bosnia and Herzegovina,Unhealthy for Sensitive Groups,112
16300,2024-11-28,Brazil,Moderate,82
16301,2024-11-28,Brunei,Good,15
16302,2024-11-28,Bulgaria,Moderate,78
16304,2024-11-28,Canada,Moderate,57
16305,2024-11-28,Cape Verde,Moderate,54
16307,2024-11-28,Chile,Moderate,75
16308,2024-11-28,China,Unhealthy,155
16309,2024-11-28,Colombia,Moderate,65
16311,2024-11-28,Croatia,Moderate,91
16312,2024-11-28,Cyprus,Good,45
16313,2024-11-28,Czech Republic,Moderate,76
16314,2024-11-28,Denmark,Good,20
16315,2024-11-28,Dominican Republic,Good,24
16316,2024-11-28,Ecuador,Moderate,54
16318,2024-11-28,Estonia,Good,22
16319,2024-11-28,Ethiopia,Moderate,61
16320,2024-11-28,Finland,Good,19
16321,2024-11-28,France,Moderate,84
16322,2024-11-28,French Guiana,Good,15
16323,2024-11-28,Georgia,Good,27
16324,2024-11-28,Germany,Moderate,55
16325,2024-11-28,Ghana,Moderate,94
16327,2024-11-28,Greece,Moderate,99
16328,2024-11-28,Guadeloupe,Good,29
16329,2024-11-28,Guatemala,Good,34
16330,2024-11-28,Hong Kong,Good,46
16332,2024-11-28,Iceland,Good,30
16333,2024-11-28,India,Hazardous,469
16334,2024-11-28,Indonesia,Moderate,94
16337,2024-11-28,Ireland,Moderate,94
16338,2024-11-28,Israel,Moderate,51
16339,2024-11-28,Italy,Unhealthy for Sensitive Groups,150
16341,2024-11-28,Japan,Moderate,63
16343,2024-11-28,Jordan,Good,23
16344,2024-11-28,Kazakhstan,Moderate,100
16345,2024-11-28,Kenya,Good,37
16347,2024-11-28,Kuwait,Moderate,68
16348,2024-11-28,Kyrgyzstan,Good,35
16349,2024-11-28,Laos,Good,38
16350,2024-11-28,Latvia,Good,27
16352,2024-11-28,Liechtenstein,Good,27
16353,2024-11-28,Lithuania,Good,16
16355,2024-11-28,Macao,Moderate,55
16356,2024-11-28,Macedonia,Unhealthy,166
16357,2024-11-28,Madagascar,Moderate,61
16358,2024-11-28,Malaysia,Good,46
16359,2024-11-28,Malta,Good,35
16360,2024-11-28,Martinique,Good,17
16361,2024-11-28,Mexico,Unhealthy for Sensitive Groups,134
16362,2024-11-28,Moldova,Good,45
16363,2024-11-28,Monaco,Good,29
16364,2024-11-28,Mongolia,Good,33
16365,2024-11-28,Montenegro,Unhealthy for Sensitive Groups,102
16366,2024-11-28,Myanmar,Moderate,82
16367,2024-11-28,Nepal,Unhealthy for Sensitive Groups,120
16368,2024-11-28,Netherlands,Good,31
16370,2024-11-28,New Zealand,Good,30
16371,2024-11-28,Nigeria,Unhealthy for Sensitive Groups,106
16372,2024-11-28,Norway,Good,13
16373,2024-11-28,Pakistan,Unhealthy for Sensitive Groups,130
16374,2024-11-28,Palestinian Territory,Good,50
16375,2024-11-28,Peru,Moderate,76
16376,2024-11-28,Philippines,Good,47
16377,2024-11-28,Poland,Unhealthy for Sensitive Groups,129
16378,2024-11-28,Portugal,Good,28
16379,2024-11-28,Reunion,Good,16
16380,2024-11-28,Romania,Unhealthy for Sensitive Groups,139
16381,2024-11-28,Russia,Unhealthy for Sensitive Groups,115
16382,2024-11-28,San Marino,Unhealthy for Sensitive Groups,124
16384,2024-11-28,Serbia,Unhealthy,178
16385,2024-11-28,Singapore,Moderate,57
16386,2024-11-28,Slovakia,Unhealthy for Sensitive Groups,113
16387,2024-11-28,Slovenia,Good,48
16388,2024-11-28,South Africa,Moderate,58
16389,2024-11-28,South Korea,Moderate,60
16390,2024-11-28,Spain,Unhealthy for Sensitive Groups,112
16391,2024-11-28,Sri Lanka,Unhealthy for Sensitive Groups,118
16392,2024-11-28,Sweden,Good,20
16393,2024-11-28,Switzerland,Good,23
16394,2024-11-28,Taiwan,Moderate,56
16395,2024-11-28,Tajikistan,Moderate,57
16396,2024-11-28,Thailand,Moderate,91
16397,2024-11-28,Trinidad and Tobago,Good,26
16398,2024-11-28,Turkey,Unhealthy for Sensitive Groups,132
16400,2024-11-28,Uganda,Moderate,82
16401,2024-11-28,Ukraine,Moderate,77
16402,2024-11-28,United Arab Emirates,Moderate,76
16403,2024-11-28,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,105
16404,2024-11-28,United States of America,Moderate,88
16406,2024-11-28,Vatican,Moderate,78
16408,2024-11-28,Vietnam,Good,39
16411,2024-12-05,Andorra,Good,4
16412,2024-12-05,Argentina,Good,22
16413,2024-12-05,Armenia,Unhealthy for Sensitive Groups,119
16414,2024-12-05,Australia,Good,50
16415,2024-12-05,Austria,Moderate,51
16416,2024-12-05,Azerbaijan,Moderate,53
16418,2024-12-05,Bangladesh,Hazardous,388
16419,2024-12-05,Belarus,Good,14
16420,2024-12-05,Belgium,Moderate,84
16421,2024-12-05,Bosnia and Herzegovina,Moderate,69
16422,2024-12-05,Brazil,Good,33
16423,2024-12-05,Brunei,Good,14
16424,2024-12-05,Bulgaria,Moderate,68
16426,2024-12-05,Canada,Moderate,75
16427,2024-12-05,Cape Verde,Good,36
16429,2024-12-05,Chile,Moderate,59
16430,2024-12-05,China,Very Unhealthy,223
16431,2024-12-05,Colombia,Moderate,64
16433,2024-12-05,Croatia,Moderate,58
16434,2024-12-05,Cyprus,Moderate,63
16435,2024-12-05,Czech Republic,Unhealthy for Sensitive Groups,116
16436,2024-12-05,Denmark,Good,16
16437,2024-12-05,Dominican Republic,Moderate,59
16438,2024-12-05,Ecuador,Moderate,60
16440,2024-12-05,Estonia,Good,19
16441,2024-12-05,Ethiopia,Moderate,53
16442,2024-12-05,Finland,Good,21
16443,2024-12-05,France,Moderate,79
16444,2024-12-05,French Guiana,Good,41
16445,2024-12-05,Georgia,Good,39
16446,2024-12-05,Germany,Unhealthy for Sensitive Groups,121
16447,2024-12-05,Ghana,Moderate,75
16449,2024-12-05,Greece,Good,36
16450,2024-12-05,Guadeloupe,Good,32
16451,2024-12-05,Guatemala,Good,34
16452,2024-12-05,Hong Kong,Moderate,77
16454,2024-12-05,Iceland,Good,27
16455,2024-12-05,India,Very Unhealthy,231
16456,2024-12-05,Indonesia,Moderate,91
16459,2024-12-05,Ireland,Good,24
16460,2024-12-05,Israel,Moderate,79
16461,2024-12-05,Italy,Unhealthy for Sensitive Groups,141
16463,2024-12-05,Japan,Moderate,71
16465,2024-12-05,Jordan,Good,31
16466,2024-12-05,Kazakhstan,Moderate,75
16467,2024-12-05,Kenya,Good,39
16469,2024-12-05,Kuwait,Moderate,94
16470,2024-12-05,Kyrgyzstan,Good,34
16471,2024-12-05,Laos,Unhealthy for Sensitive Groups,104
16472,2024-12-05,Latvia,Good,4
16474,2024-12-05,Liechtenstein,Good,10
16475,2024-12-05,Lithuania,Good,20
16477,2024-12-05,Macao,Moderate,82
16478,2024-12-05,Macedonia,Unhealthy for Sensitive Groups,104
16479,2024-12-05,Madagascar,Moderate,55
16480,2024-12-05,Malaysia,Moderate,54
16481,2024-12-05,Malta,Good,32
16482,2024-12-05,Martinique,Good,43
16483,2024-12-05,Mexico,Unhealthy for Sensitive Groups,119
16484,2024-12-05,Moldova,Good,14
16485,2024-12-05,Monaco,Good,40
16486,2024-12-05,Mongolia,Unhealthy,166
16487,2024-12-05,Montenegro,Moderate,53
