,Date,Country,Status,AQI Value
16488,2024-12-05,Myanmar,Unhealthy for Sensitive Groups,122
16489,2024-12-05,Nepal,Unhealthy for Sensitive Groups,123
16490,2024-12-05,Netherlands,Moderate,98
16492,2024-12-05,New Zealand,Good,29
16493,2024-12-05,Nigeria,Unhealthy for Sensitive Groups,107
16494,2024-12-05,Norway,Good,15
16495,2024-12-05,Pakistan,Unhealthy for Sensitive Groups,113
16496,2024-12-05,Palestinian Territory,Moderate,77
16497,2024-12-05,Peru,Moderate,53
16498,2024-12-05,Philippines,Moderate,60
16499,2024-12-05,Poland,Unhealthy,152
16500,2024-12-05,Portugal,Good,22
16501,2024-12-05,Reunion,Good,14
16502,2024-12-05,Romania,Moderate,72
16503,2024-12-05,Russia,Moderate,61
16504,2024-12-05,San Marino,Moderate,82
16505,2024-12-05,Serbia,Unhealthy for Sensitive Groups,137
16506,2024-12-05,Singapore,Good,49
16507,2024-12-05,Slovakia,Unhealthy for Sensitive Groups,102
16508,2024-12-05,Slovenia,Moderate,53
16509,2024-12-05,South Africa,Moderate,69
16510,2024-12-05,South Korea,Unhealthy for Sensitive Groups,101
16511,2024-12-05,Spain,Moderate,63
16512,2024-12-05,Sri Lanka,Unhealthy for Sensitive Groups,122
16513,2024-12-05,Sweden,Good,26
16514,2024-12-05,Switzerland,Good,50
16515,2024-12-05,Taiwan,Moderate,81
16516,2024-12-05,Tajikistan,Unhealthy for Sensitive Groups,139
16517,2024-12-05,Thailand,Unhealthy for Sensitive Groups,136
16519,2024-12-05,Trinidad and Tobago,Moderate,57
16520,2024-12-05,Turkey,Unhealthy,177
16522,2024-12-05,Uganda,Very Unhealthy,286
16523,2024-12-05,Ukraine,Moderate,54
16524,2024-12-05,United Arab Emirates,Moderate,60
16525,2024-12-05,United Kingdom of Great Britain and Northern Ireland,Moderate,54
16526,2024-12-05,United States of America,Unhealthy for Sensitive Groups,139
16528,2024-12-05,Vatican,Moderate,95
16530,2024-12-05,Vietnam,Moderate,53
16533,2024-12-12,Andorra,Good,7
16534,2024-12-12,Argentina,Good,18
16535,2024-12-12,Armenia,Unhealthy for Sensitive Groups,148
16536,2024-12-12,Australia,Moderate,52
16537,2024-12-12,Austria,Good,44
16538,2024-12-12,Azerbaijan,Unhealthy for Sensitive Groups,102
16540,2024-12-12,Bangladesh,Unhealthy,190
16541,2024-12-12,Belarus,Good,10
16542,2024-12-12,Belgium,Unhealthy for Sensitive Groups,119
16543,2024-12-12,Bosnia and Herzegovina,Good,46
16544,2024-12-12,Brazil,Good,41
16545,2024-12-12,Brunei,Good,11
16546,2024-12-12,Bulgaria,Moderate,58
16548,2024-12-12,Canada,Moderate,55
16549,2024-12-12,Cape Verde,Good,29
16551,2024-12-12,Chile,Moderate,60
16552,2024-12-12,China,Unhealthy,194
16553,2024-12-12,Colombia,Moderate,74
16555,2024-12-12,Croatia,Moderate,55
16556,2024-12-12,Cyprus,Good,47
16557,2024-12-12,Czech Republic,Moderate,84
16558,2024-12-12,Denmark,Good,24
16559,2024-12-12,Dominican Republic,Good,30
16560,2024-12-12,Ecuador,Good,41
16562,2024-12-12,Estonia,Good,24
16563,2024-12-12,Ethiopia,Moderate,61
16564,2024-12-12,Finland,Good,17
16565,2024-12-12,France,Unhealthy for Sensitive Groups,113
16566,2024-12-12,French Guiana,Good,22
16567,2024-12-12,Georgia,Unhealthy for Sensitive Groups,105
16568,2024-12-12,Germany,Unhealthy for Sensitive Groups,106
16569,2024-12-12,Ghana,Moderate,77
16571,2024-12-12,Greece,Moderate,58
16572,2024-12-12,Guadeloupe,Good,21
16573,2024-12-12,Guatemala,Good,21
16574,2024-12-12,Hong Kong,Moderate,53
16576,2024-12-12,Iceland,Good,27
16577,2024-12-12,India,Very Unhealthy,257
16578,2024-12-12,Indonesia,Moderate,66
16581,2024-12-12,Ireland,Moderate,55
16582,2024-12-12,Israel,Unhealthy for Sensitive Groups,104
16583,2024-12-12,Italy,Unhealthy for Sensitive Groups,104
16585,2024-12-12,Japan,Moderate,68
16587,2024-12-12,Jordan,Good,31
16588,2024-12-12,Kazakhstan,Moderate,75
16589,2024-12-12,Kenya,Good,49
16591,2024-12-12,Kuwait,Moderate,92
16592,2024-12-12,Kyrgyzstan,Good,34
16593,2024-12-12,Laos,Moderate,76
16594,2024-12-12,Latvia,Good,7
16596,2024-12-12,Liechtenstein,Good,17
16597,2024-12-12,Lithuania,Good,17
16599,2024-12-12,Macao,Moderate,68
16600,2024-12-12,Macedonia,Unhealthy for Sensitive Groups,128
16601,2024-12-12,Madagascar,Unhealthy for Sensitive Groups,117
16602,2024-12-12,Malaysia,Moderate,56
16603,2024-12-12,Malta,Good,18
16604,2024-12-12,Martinique,Good,21
16605,2024-12-12,Mexico,Moderate,93
16606,2024-12-12,Moldova,Good,8
16607,2024-12-12,Monaco,Good,21
16608,2024-12-12,Mongolia,Unhealthy for Sensitive Groups,146
16609,2024-12-12,Montenegro,Good,43
16610,2024-12-12,Myanmar,Moderate,88
16611,2024-12-12,Nepal,Unhealthy for Sensitive Groups,128
16612,2024-12-12,Netherlands,Moderate,96
16614,2024-12-12,New Zealand,Good,19
16615,2024-12-12,Nigeria,Moderate,94
16616,2024-12-12,Norway,Moderate,65
16617,2024-12-12,Pakistan,Unhealthy,161
16618,2024-12-12,Palestinian Territory,Unhealthy for Sensitive Groups,131
16619,2024-12-12,Peru,Moderate,53
16620,2024-12-12,Philippines,Good,40
16621,2024-12-12,Poland,Moderate,90
16622,2024-12-12,Portugal,Good,19
16623,2024-12-12,Reunion,Good,16
16624,2024-12-12,Romania,Moderate,76
16625,2024-12-12,Russia,Moderate,55
16626,2024-12-12,San Marino,Good,15
16627,2024-12-12,Serbia,Moderate,75
16628,2024-12-12,Singapore,Moderate,62
16629,2024-12-12,Slovakia,Moderate,76
16630,2024-12-12,Slovenia,Good,43
16631,2024-12-12,South Africa,Moderate,55
16632,2024-12-12,South Korea,Unhealthy for Sensitive Groups,144
16633,2024-12-12,Spain,Moderate,69
16634,2024-12-12,Sri Lanka,Moderate,53
16635,2024-12-12,Sweden,Good,24
16636,2024-12-12,Switzerland,Moderate,55
16637,2024-12-12,Taiwan,Moderate,51
16638,2024-12-12,Tajikistan,Unhealthy,175
16639,2024-12-12,Thailand,Unhealthy for Sensitive Groups,136
16641,2024-12-12,Trinidad and Tobago,Good,20
16642,2024-12-12,Turkey,Unhealthy,194
16644,2024-12-12,Uganda,Unhealthy,154
16645,2024-12-12,Ukraine,Good,43
16646,2024-12-12,United Arab Emirates,Moderate,77
16647,2024-12-12,United Kingdom of Great Britain and Northern Ireland,Moderate,63
16648,2024-12-12,United States of America,Unhealthy for Sensitive Groups,105
16650,2024-12-12,Vatican,Moderate,53
16652,2024-12-12,Vietnam,Moderate,52
16655,2024-12-19,Andorra,Good,13
16656,2024-12-19,Argentina,Good,16
16657,2024-12-19,Armenia,Good,38
16658,2024-12-19,Australia,Good,41
16659,2024-12-19,Austria,Moderate,82
16660,2024-12-19,Azerbaijan,Good,23
16662,2024-12-19,Bangladesh,Very Unhealthy,297
16663,2024-12-19,Belarus,Good,39
16664,2024-12-19,Belgium,Good,25
16665,2024-12-19,Bosnia and Herzegovina,Unhealthy for Sensitive Groups,122
16666,2024-12-19,Brazil,Moderate,59
16667,2024-12-19,Brunei,Good,17
16668,2024-12-19,Bulgaria,Moderate,70
16670,2024-12-19,Canada,Moderate,57
16671,2024-12-19,Cape Verde,Very Unhealthy,232
16673,2024-12-19,Chile,Moderate,54
16674,2024-12-19,China,Unhealthy,176
16675,2024-12-19,Colombia,Moderate,59
16677,2024-12-19,Croatia,Unhealthy for Sensitive Groups,129
16678,2024-12-19,Cyprus,Moderate,67
16679,2024-12-19,Czech Republic,Moderate,79
16680,2024-12-19,Denmark,Good,28
16681,2024-12-19,Dominican Republic,Good,15
16682,2024-12-19,Ecuador,Good,26
16684,2024-12-19,Estonia,Good,20
16685,2024-12-19,Ethiopia,Moderate,95
16686,2024-12-19,Finland,Good,15
16687,2024-12-19,France,Unhealthy for Sensitive Groups,120
16688,2024-12-19,French Guiana,Good,14
16689,2024-12-19,Georgia,Good,27
16690,2024-12-19,Germany,Moderate,67
16691,2024-12-19,Ghana,Unhealthy for Sensitive Groups,137
16693,2024-12-19,Greece,Unhealthy for Sensitive Groups,107
16694,2024-12-19,Guadeloupe,Good,20
16695,2024-12-19,Guatemala,Good,50
16696,2024-12-19,Hong Kong,Moderate,88
16698,2024-12-19,Iceland,Good,19
16699,2024-12-19,India,Hazardous,467
16700,2024-12-19,Indonesia,Moderate,70
16703,2024-12-19,Ireland,Good,34
16704,2024-12-19,Israel,Moderate,90
16705,2024-12-19,Italy,Unhealthy,152
16707,2024-12-19,Japan,Moderate,53
16709,2024-12-19,Jordan,Good,21
16710,2024-12-19,Kazakhstan,Unhealthy for Sensitive Groups,121
16711,2024-12-19,Kenya,Good,41
16713,2024-12-19,Kuwait,Moderate,72
16714,2024-12-19,Kyrgyzstan,Good,32
16715,2024-12-19,Laos,Unhealthy for Sensitive Groups,105
16716,2024-12-19,Latvia,Good,9
16718,2024-12-19,Liechtenstein,Good,27
16719,2024-12-19,Lithuania,Good,13
16721,2024-12-19,Macao,Moderate,97
16722,2024-12-19,Macedonia,Unhealthy,166
16723,2024-12-19,Madagascar,Moderate,82
16724,2024-12-19,Malaysia,Moderate,53
16725,2024-12-19,Malta,Good,19
16726,2024-12-19,Martinique,Good,22
16727,2024-12-19,Mexico,Unhealthy for Sensitive Groups,106
16728,2024-12-19,Moldova,Good,22
16729,2024-12-19,Monaco,Moderate,61
16730,2024-12-19,Mongolia,Moderate,94
16731,2024-12-19,Montenegro,Unhealthy for Sensitive Groups,102
16732,2024-12-19,Myanmar,Unhealthy for Sensitive Groups,103
16733,2024-12-19,Nepal,Unhealthy for Sensitive Groups,145
16734,2024-12-19,Netherlands,Moderate,53
16736,2024-12-19,New Zealand,Good,22
16737,2024-12-19,Nigeria,Unhealthy for Sensitive Groups,131
16738,2024-12-19,Norway,Good,31
16739,2024-12-19,Pakistan,Very Unhealthy,241
16740,2024-12-19,Palestinian Territory,Unhealthy for Sensitive Groups,119
16741,2024-12-19,Peru,Moderate,61
16742,2024-12-19,Philippines,Good,30
16743,2024-12-19,Poland,Moderate,57
16744,2024-12-19,Portugal,Moderate,61
16745,2024-12-19,Reunion,Good,17
16746,2024-12-19,Romania,Unhealthy for Sensitive Groups,129
16747,2024-12-19,Russia,Moderate,82
16748,2024-12-19,San Marino,Good,27
16750,2024-12-19,Serbia,Very Unhealthy,209
16751,2024-12-19,Singapore,Moderate,52
16752,2024-12-19,Slovakia,Moderate,92
16753,2024-12-19,Slovenia,Moderate,99
16754,2024-12-19,South Africa,Good,48
16755,2024-12-19,South Korea,Unhealthy for Sensitive Groups,114
16756,2024-12-19,Spain,Unhealthy for Sensitive Groups,141
16757,2024-12-19,Sri Lanka,Moderate,87
16758,2024-12-19,Sweden,Good,37
16759,2024-12-19,Switzerland,Moderate,52
16760,2024-12-19,Taiwan,Moderate,70
16761,2024-12-19,Tajikistan,Unhealthy for Sensitive Groups,121
16762,2024-12-19,Thailand,Unhealthy,156
16764,2024-12-19,Trinidad and Tobago,Good,36
16765,2024-12-19,Turkey,Unhealthy,198
16767,2024-12-19,Uganda,Unhealthy,156
16768,2024-12-19,Ukraine,Moderate,52
16769,2024-12-19,United Arab Emirates,Moderate,68
16770,2024-12-19,United Kingdom of Great Britain and Northern Ireland,Moderate,51
16771,2024-12-19,United States of America,Moderate,83
16773,2024-12-19,Vatican,Moderate,80
16774,2024-12-19,Vietnam,Moderate,73
16777,2024-12-26,Andorra,Good,10
16778,2024-12-26,Argentina,Good,10
16779,2024-12-26,Armenia,Unhealthy for Sensitive Groups,138
16780,2024-12-26,Australia,Good,47
16781,2024-12-26,Austria,Moderate,64
16782,2024-12-26,Azerbaijan,Moderate,77
16784,2024-12-26,Bangladesh,Very Unhealthy,221
16785,2024-12-26,Belarus,Good,45
16786,2024-12-26,Belgium,Moderate,69
16787,2024-12-26,Bosnia and Herzegovina,Good,40
16788,2024-12-26,Brazil,Good,42
16789,2024-12-26,Brunei,Good,13
16790,2024-12-26,Bulgaria,Good,27
16792,2024-12-26,Canada,Unhealthy for Sensitive Groups,103
16793,2024-12-26,Cape Verde,Good,24
16795,2024-12-26,Chile,Moderate,51
16796,2024-12-26,China,Very Unhealthy,218
16797,2024-12-26,Colombia,Moderate,75
16799,2024-12-26,Croatia,Good,43
16800,2024-12-26,Cyprus,Good,31
16801,2024-12-26,Czech Republic,Unhealthy for Sensitive Groups,150
16802,2024-12-26,Denmark,Good,19
16803,2024-12-26,Dominican Republic,Good,29
16804,2024-12-26,Ecuador,Moderate,54
16806,2024-12-26,Estonia,Good,17
16807,2024-12-26,Ethiopia,Moderate,76
16808,2024-12-26,Finland,Good,15
16809,2024-12-26,France,Moderate,97
16810,2024-12-26,French Guiana,Good,42
16811,2024-12-26,Georgia,Unhealthy for Sensitive Groups,108
16812,2024-12-26,Germany,Unhealthy for Sensitive Groups,117
16813,2024-12-26,Ghana,Unhealthy for Sensitive Groups,145
16815,2024-12-26,Greece,Good,28
16816,2024-12-26,Guadeloupe,Moderate,78
16817,2024-12-26,Guatemala,Moderate,82
16818,2024-12-26,Hong Kong,Moderate,81
16820,2024-12-26,Iceland,Moderate,53
16821,2024-12-26,India,Hazardous,459
16822,2024-12-26,Indonesia,Unhealthy for Sensitive Groups,102
16825,2024-12-26,Ireland,Good,24
16826,2024-12-26,Israel,Moderate,80
16827,2024-12-26,Italy,Moderate,75
16829,2024-12-26,Japan,Moderate,81
16831,2024-12-26,Jordan,Good,33
16832,2024-12-26,Kazakhstan,Unhealthy for Sensitive Groups,137
16833,2024-12-26,Kenya,Good,35
16834,2024-12-26,Kuwait,Moderate,98
16835,2024-12-26,Kyrgyzstan,Good,20
16836,2024-12-26,Laos,Unhealthy for Sensitive Groups,136
16837,2024-12-26,Latvia,Good,20
16839,2024-12-26,Liechtenstein,Good,8
16840,2024-12-26,Lithuania,Good,24
16842,2024-12-26,Macao,Unhealthy for Sensitive Groups,117
16843,2024-12-26,Macedonia,Good,37
16844,2024-12-26,Madagascar,Moderate,97
16845,2024-12-26,Malaysia,Moderate,67
16846,2024-12-26,Malta,Good,15
16847,2024-12-26,Martinique,Unhealthy for Sensitive Groups,116
16848,2024-12-26,Mexico,Unhealthy for Sensitive Groups,126
16849,2024-12-26,Moldova,Good,10
16850,2024-12-26,Monaco,Moderate,52
16851,2024-12-26,Mongolia,Moderate,58
16852,2024-12-26,Montenegro,Good,34
16853,2024-12-26,Myanmar,Moderate,91
16854,2024-12-26,Nepal,Unhealthy for Sensitive Groups,126
16855,2024-12-26,Netherlands,Moderate,94
16857,2024-12-26,New Zealand,Good,13
16858,2024-12-26,Nigeria,Unhealthy,155
16859,2024-12-26,Norway,Good,35
16860,2024-12-26,Pakistan,Very Unhealthy,220
16861,2024-12-26,Palestinian Territory,Moderate,86
16862,2024-12-26,Peru,Good,35
16863,2024-12-26,Philippines,Good,40
16864,2024-12-26,Poland,Unhealthy,165
16865,2024-12-26,Portugal,Good,20
16866,2024-12-26,Reunion,Good,14
16867,2024-12-26,Romania,Good,49
16868,2024-12-26,Russia,Moderate,84
16869,2024-12-26,San Marino,Moderate,61
16871,2024-12-26,Serbia,Moderate,97
16872,2024-12-26,Singapore,Moderate,63
16873,2024-12-26,Slovakia,Moderate,76
16874,2024-12-26,Slovenia,Moderate,56
16875,2024-12-26,South Africa,Moderate,55
16876,2024-12-26,South Korea,Unhealthy,156
16877,2024-12-26,Spain,Unhealthy for Sensitive Groups,106
16878,2024-12-26,Sri Lanka,Unhealthy for Sensitive Groups,135
16879,2024-12-26,Sweden,Good,29
16880,2024-12-26,Switzerland,Moderate,67
16881,2024-12-26,Taiwan,Moderate,57
16882,2024-12-26,Tajikistan,Moderate,93
16883,2024-12-26,Thailand,Unhealthy,160
16885,2024-12-26,Trinidad and Tobago,Moderate,70
16886,2024-12-26,Turkey,Very Unhealthy,207
16888,2024-12-26,Uganda,Unhealthy for Sensitive Groups,119
16889,2024-12-26,Ukraine,Good,34
16890,2024-12-26,United Arab Emirates,Unhealthy for Sensitive Groups,105
16891,2024-12-26,United Kingdom of Great Britain and Northern Ireland,Moderate,66
16892,2024-12-26,United States of America,Unhealthy for Sensitive Groups,109
16894,2024-12-26,Vatican,Good,23
16896,2024-12-26,Vietnam,Moderate,73
16899,2025-01-02,Andorra,Good,11
16900,2025-01-02,Argentina,Good,25
16901,2025-01-02,Armenia,Moderate,69
16902,2025-01-02,Australia,Good,41
16903,2025-01-02,Austria,Moderate,94
16904,2025-01-02,Azerbaijan,Good,46
16906,2025-01-02,Bangladesh,Very Unhealthy,234
16907,2025-01-02,Belarus,Good,21
16908,2025-01-02,Belgium,Good,31
16909,2025-01-02,Bosnia and Herzegovina,Unhealthy,158
16910,2025-01-02,Brazil,Moderate,66
16911,2025-01-02,Brunei,Good,14
16912,2025-01-02,Bulgaria,Unhealthy for Sensitive Groups,105
16914,2025-01-02,Canada,Good,47
16915,2025-01-02,Cape Verde,Moderate,52
16917,2025-01-02,Chile,Good,48
16918,2025-01-02,China,Very Unhealthy,232
16919,2025-01-02,Colombia,Moderate,78
16921,2025-01-02,Croatia,Unhealthy for Sensitive Groups,103
16922,2025-01-02,Cyprus,Good,42
16923,2025-01-02,Czech Republic,Moderate,91
16924,2025-01-02,Denmark,Good,20
16925,2025-01-02,Dominican Republic,Good,8
16926,2025-01-02,Ecuador,Good,32
16928,2025-01-02,Estonia,Good,19
16929,2025-01-02,Ethiopia,Moderate,55
16930,2025-01-02,Finland,Good,21
16931,2025-01-02,France,Unhealthy for Sensitive Groups,129
16932,2025-01-02,French Guiana,Good,36
16933,2025-01-02,Georgia,Moderate,58
16934,2025-01-02,Germany,Unhealthy for Sensitive Groups,108
16935,2025-01-02,Ghana,Moderate,82
16937,2025-01-02,Greece,Unhealthy for Sensitive Groups,124
16938,2025-01-02,Guadeloupe,Good,23
16939,2025-01-02,Guatemala,Moderate,53
16940,2025-01-02,Hong Kong,Unhealthy for Sensitive Groups,127
16942,2025-01-02,Iceland,Good,22
16943,2025-01-02,India,Very Unhealthy,202
16944,2025-01-02,Indonesia,Moderate,82
16947,2025-01-02,Ireland,Good,42
16948,2025-01-02,Israel,Moderate,89
16949,2025-01-02,Italy,Unhealthy,174
16951,2025-01-02,Japan,Moderate,71
16953,2025-01-02,Jordan,Good,37
16954,2025-01-02,Kazakhstan,Moderate,66
16955,2025-01-02,Kenya,Good,30
16957,2025-01-02,Kuwait,Moderate,51
16958,2025-01-02,Kyrgyzstan,Good,48
16959,2025-01-02,Laos,Moderate,80
16960,2025-01-02,Latvia,Good,3
16963,2025-01-02,Liechtenstein,Good,29
16964,2025-01-02,Lithuania,Good,18
16966,2025-01-02,Macao,Unhealthy,159
16967,2025-01-02,Macedonia,Unhealthy,171
16968,2025-01-02,Madagascar,Good,25
16969,2025-01-02,Malaysia,Moderate,62
16970,2025-01-02,Malta,Good,16
16971,2025-01-02,Martinique,Good,24
16972,2025-01-02,Mexico,Unhealthy for Sensitive Groups,126
16973,2025-01-02,Moldova,Good,15
16974,2025-01-02,Monaco,Moderate,60
16975,2025-01-02,Mongolia,Unhealthy for Sensitive Groups,112
16976,2025-01-02,Montenegro,Unhealthy for Sensitive Groups,106
16977,2025-01-02,Myanmar,Unhealthy for Sensitive Groups,128
16978,2025-01-02,Nepal,Unhealthy for Sensitive Groups,147
16979,2025-01-02,Netherlands,Good,40
16981,2025-01-02,New Zealand,Good,15
16982,2025-01-02,Nigeria,Unhealthy for Sensitive Groups,112
16983,2025-01-02,Norway,Good,13
16984,2025-01-02,Pakistan,Unhealthy,198
16985,2025-01-02,Palestinian Territory,Good,38
16986,2025-01-02,Peru,Moderate,56
16987,2025-01-02,Philippines,Moderate,51
16988,2025-01-02,Poland,Moderate,56
16989,2025-01-02,Portugal,Good,39
16990,2025-01-02,Reunion,Good,39
16991,2025-01-02,Romania,Unhealthy for Sensitive Groups,129
16992,2025-01-02,Russia,Moderate,52
16993,2025-01-02,San Marino,Unhealthy for Sensitive Groups,149
16995,2025-01-02,Serbia,Very Unhealthy,202
16996,2025-01-02,Singapore,Moderate,51
16997,2025-01-02,Slovakia,Moderate,100
16998,2025-01-02,Slovenia,Unhealthy for Sensitive Groups,102
16999,2025-01-02,South Africa,Moderate,53
17000,2025-01-02,South Korea,Unhealthy for Sensitive Groups,139
17001,2025-01-02,Spain,Unhealthy for Sensitive Groups,106
17002,2025-01-02,Sri Lanka,Unhealthy for Sensitive Groups,114
17003,2025-01-02,Sweden,Good,17
17004,2025-01-02,Switzerland,Moderate,55
17005,2025-01-02,Taiwan,Moderate,51
17006,2025-01-02,Tajikistan,Moderate,95
17007,2025-01-02,Thailand,Unhealthy,159
17009,2025-01-02,Trinidad and Tobago,Good,15
17010,2025-01-02,Turkey,Unhealthy,168
17012,2025-01-02,Uganda,Hazardous,306
17013,2025-01-02,Ukraine,Moderate,51
17014,2025-01-02,United Arab Emirates,Moderate,62
17015,2025-01-02,United Kingdom of Great Britain and Northern Ireland,Good,45
17016,2025-01-02,United States of America,Unhealthy for Sensitive Groups,134
17018,2025-01-02,Vatican,Unhealthy,151
17020,2025-01-02,Vietnam,Moderate,78
17023,2025-01-09,Andorra,Good,10
17024,2025-01-09,Argentina,Good,31
17025,2025-01-09,Armenia,Moderate,96
17026,2025-01-09,Australia,Good,46
17027,2025-01-09,Austria,Moderate,61
17028,2025-01-09,Azerbaijan,Moderate,77
17029,2025-01-09,Bangladesh,Unhealthy,188
17030,2025-01-09,Belarus,Good,49
17031,2025-01-09,Belgium,Moderate,59
17032,2025-01-09,Bosnia and Herzegovina,Moderate,69
17033,2025-01-09,Brazil,Good,40
17034,2025-01-09,Brunei,Good,16
17035,2025-01-09,Bulgaria,Moderate,94
17038,2025-01-09,Canada,Good,48
17039,2025-01-09,Cape Verde,Good,46
17041,2025-01-09,Chile,Good,44
17042,2025-01-09,China,Unhealthy,171
17043,2025-01-09,Colombia,Moderate,55
17045,2025-01-09,Croatia,Good,24
17046,2025-01-09,Cyprus,Unhealthy for Sensitive Groups,102
17047,2025-01-09,Czech Republic,Good,48
17048,2025-01-09,Denmark,Good,19
17049,2025-01-09,Dominican Republic,Good,25
17050,2025-01-09,Ecuador,Good,38
17052,2025-01-09,Estonia,Good,21
17053,2025-01-09,Ethiopia,Moderate,61
17054,2025-01-09,Finland,Good,30
17055,2025-01-09,France,Moderate,74
17056,2025-01-09,French Guiana,Good,40
17057,2025-01-09,Georgia,Moderate,99
17058,2025-01-09,Germany,Unhealthy for Sensitive Groups,112
17059,2025-01-09,Ghana,Unhealthy for Sensitive Groups,104
17061,2025-01-09,Greece,Moderate,96
17062,2025-01-09,Guadeloupe,Good,28
17063,2025-01-09,Guatemala,Good,25
17064,2025-01-09,Hong Kong,Unhealthy for Sensitive Groups,107
17066,2025-01-09,Iceland,Good,21
17067,2025-01-09,India,Hazardous,303
17068,2025-01-09,Indonesia,Moderate,88
17071,2025-01-09,Ireland,Moderate,97
17072,2025-01-09,Israel,Moderate,88
17073,2025-01-09,Italy,Unhealthy for Sensitive Groups,105
17075,2025-01-09,Japan,Moderate,70
17077,2025-01-09,Jordan,Good,27
17078,2025-01-09,Kazakhstan,Unhealthy for Sensitive Groups,114
17079,2025-01-09,Kenya,Moderate,70
17081,2025-01-09,Kuwait,Moderate,73
17082,2025-01-09,Kyrgyzstan,Good,17
17083,2025-01-09,Laos,Unhealthy,151
17084,2025-01-09,Latvia,Good,10
17086,2025-01-09,Liechtenstein,Good,28
17087,2025-01-09,Lithuania,Good,19
17089,2025-01-09,Macao,Unhealthy for Sensitive Groups,129
17090,2025-01-09,Macedonia,Unhealthy,151
17091,2025-01-09,Madagascar,Moderate,87
17092,2025-01-09,Malaysia,Moderate,64
17093,2025-01-09,Malta,Good,25
17094,2025-01-09,Martinique,Good,18
17095,2025-01-09,Mexico,Moderate,87
17096,2025-01-09,Moldova,Good,18
